step,overall_loss/train,excess_loss/train,gradient/norm,gradient/lr
0,26.653005599975586,19.5455374399821,118.53718566894531,0.0001
100,0.3172542154788971,0.23265309135119122,1.0129636526107788,0.0001
200,0.31714314222335815,0.23257163763046265,2.010021686553955,0.0001
300,0.2705802917480469,0.19842554728190107,0.6531642079353333,0.0001
400,0.26784929633140564,0.1964228173096975,2.640437126159668,0.0001
500,0.2705237865447998,0.1983841101328532,4.8984904289245605,0.0001
600,0.30501076579093933,0.2236745615800222,0.9072723984718323,0.0001
700,0.28722304105758667,0.2106302301088969,0.6373634338378906,0.0001
800,0.23439809679985046,0.1718919376532237,1.936760663986206,0.0001
900,0.24410226941108704,0.17900833090146384,1.0749400854110718,0.0001
1000,0.302274614572525,0.22166805068651838,7.403286933898926,0.0001
1100,0.2446274757385254,0.17939348220825196,2.21812105178833,0.0001
1200,0.2555845081806183,0.18742863933245343,4.536175727844238,0.0001
1300,0.233290433883667,0.17107965151468915,1.1910172700881958,0.0001
1400,0.21192796528339386,0.15541384120782217,3.1530959606170654,0.0001
1500,0.22294481098651886,0.16349286139011385,1.1056334972381592,0.0001
1600,0.19680270552635193,0.1443219840526581,1.0608755350112915,0.0001
1700,0.18662860989570618,0.13686098059018453,2.4116435050964355,0.0001
1800,0.2072942554950714,0.15201578736305238,2.0120415687561035,0.0001
1900,0.17118899524211884,0.12553859651088717,2.0172832012176514,0.0001
2000,0.21346238255500793,0.13214337967690967,2.7830913066864014,0.0001
2100,0.20953327417373657,0.12971107448850358,1.7802966833114624,0.0001
2200,0.1827840358018875,0.11315202216307321,0.705949068069458,0.0001
2300,0.19882534444332123,0.12308235608396076,3.3138463497161865,0.0001
2400,0.20420151948928833,0.1264104644457499,1.3833577632904053,0.0001
2500,0.17948947846889496,0.11111253429026831,2.984036684036255,0.0001
2600,0.21133454144001007,0.1308261447009586,1.7506122589111328,0.0001
2700,0.2089279294013977,0.12933633724848428,4.041228294372559,0.0001
2800,0.18596424162387848,0.11512072100525811,0.7994272708892822,0.0001
2900,0.2000100463628769,0.12381574298654284,1.577475666999817,0.0001
3000,0.18934614956378937,0.11721428306329817,1.7337088584899902,0.0001
3100,0.21482516825199127,0.13298700891789936,1.7103400230407715,0.0001
3200,0.19393587112426758,0.12005553926740374,3.979919672012329,0.0001
3300,0.20445920526981354,0.12656998421464646,1.3249105215072632,0.0001
3400,0.2004319429397583,0.12407691705794562,1.774214744567871,0.0001
3500,0.15237659215927124,0.09432836657478695,1.9645410776138306,0.0001
3600,0.19034892320632935,0.11783504769915626,0.5858044624328613,0.0001
3700,0.17673328518867493,0.10940631940251305,3.6814358234405518,0.0001
3800,0.1714944839477539,0.10616325196765718,0.9721464514732361,0.0001
3900,0.18686050176620483,0.11567554871241251,0.5576402544975281,0.0001
4000,0.22096268832683563,0.11837286874651909,2.160038709640503,0.0001
4100,0.1914673149585724,0.10257177587066378,0.9591266512870789,0.0001
4200,0.17281094193458557,0.09257729032209941,3.3459877967834473,0.0001
4300,0.19843357801437378,0.10630370250770024,1.0436798334121704,0.0001
4400,0.16326472163200378,0.08746324373143059,1.4748046398162842,0.0001
4500,0.18394114077091217,0.09853989684156009,1.207000494003296,0.0001
4600,0.17674580216407776,0.09468525115932737,0.9249626994132996,0.0001
4700,0.1848551481962204,0.09902954367654664,2.1292099952697754,0.0001
4800,0.17347538471221924,0.09293324181011745,0.4930756390094757,0.0001
4900,0.18407726287841797,0.09861281939915248,1.8081916570663452,0.0001
5000,0.1825145035982132,0.09777562692761421,0.7621803879737854,0.0001
5100,0.14902609586715698,0.07983540850026266,0.41577330231666565,0.0001
5200,0.1784219890832901,0.09558320843747684,1.523308277130127,0.0001
5300,0.20001304149627686,0.10714984365871974,0.42334678769111633,0.0001
5400,0.1876685470342636,0.10053672162549836,0.7291150689125061,0.0001
5500,0.19932813942432404,0.1067829318344593,0.9450883865356445,0.0001
5600,0.16345565021038055,0.08756552689841815,1.7239800691604614,0.0001
5700,0.16839450597763062,0.0902113424880164,0.5263343453407288,0.0001
5800,0.1881687492132187,0.10080468707851001,1.0118788480758667,0.0001
5900,0.1749192476272583,0.09370673980031695,0.7364258766174316,0.0001
6000,0.21748195588588715,0.10269981250166893,0.6154027581214905,0.0001
6100,0.18022935092449188,0.08510830460323228,1.99333918094635,0.0001
6200,0.1729254424571991,0.08165923671589957,0.5288733243942261,0.0001
6300,0.16965864598751068,0.0801165828274356,1.6121490001678467,0.0001
6400,0.18299366533756256,0.08641367529829343,0.8921316266059875,0.0001
6500,0.1808217614889145,0.08538805403643183,2.5299577713012695,0.0001
6600,0.19077980518341064,0.09009046355883281,1.5792231559753418,0.0001
6700,0.18257926404476166,0.08621798579891522,0.36860182881355286,0.0001
6800,0.1872335821390152,0.08841585823231272,0.5599842667579651,0.0001
6900,0.18340057134628296,0.08660582535796695,0.7841189503669739,0.0001
7000,0.1737302839756012,0.08203930076625612,1.700362205505371,0.0001
7100,0.17030079662799835,0.0804198206298881,1.2701066732406616,0.0001
7200,0.18650096654891968,0.08806990087032318,1.9673196077346802,0.0001
7300,0.18744421005249023,0.08851532141367595,1.338732123374939,0.0001
7400,0.1718745231628418,0.08116296927134196,1.2105401754379272,0.0001
7500,0.16541601717472076,0.07811311922139591,0.933188259601593,0.0001
7600,0.18087328970432281,0.08541238680481911,1.2237311601638794,0.0001
7700,0.1823756843805313,0.08612185095747311,1.5173736810684204,0.0001
7800,0.15758493542671204,0.07441510839594735,1.0807244777679443,0.0001
7900,0.18807174265384674,0.0888116562532054,3.0778520107269287,0.0001
8000,0.22432811558246613,0.09471631546815237,2.826638698577881,0.0001
8100,0.1878064125776291,0.07929604086611007,2.569864511489868,0.0001
8200,0.20064668357372284,0.08471748862001632,3.137944459915161,0.0001
8300,0.18307845294475555,0.07729979124334124,3.720364809036255,0.0001
8400,0.18107928335666656,0.07645569741725922,0.3837168514728546,0.0001
8500,0.1953391581773758,0.08247653345266978,0.38689565658569336,0.0001
8600,0.18858715891838074,0.0796256893210941,0.47966089844703674,0.0001
8700,0.18046826124191284,0.07619771030214098,2.8396294116973877,0.0001
8800,0.17223812639713287,0.07272276447878945,1.879245638847351,0.0001
8900,0.18539279699325562,0.07827695873048571,1.022507667541504,0.0001
9000,0.15921252965927124,0.06722306807835897,1.1293226480484009,0.0001
