step,overall_loss/train,excess_loss/train,gradient/norm
0,5.884212970733643,0.05110194534063339,32.23659896850586
50,2.8856520652770996,0.033121462911367416,1.768255591392517
100,3.69010591506958,0.0338268056511879,4.564265727996826
150,2.7653682231903076,0.03193043917417526,2.3592336177825928
200,3.0602867603302,0.03506644070148468,6.293375015258789
250,2.772003650665283,0.02732139080762863,2.06752610206604
300,3.696333646774292,0.035654716193675995,6.6901164054870605
350,2.3938817977905273,0.029180511832237244,1.2947077751159668
400,2.603759288787842,0.024442486464977264,11.925106048583984
450,2.968430280685425,0.029827505350112915,1.3480178117752075
500,3.12721848487854,0.02985205128788948,1.3566217422485352
550,1.9774999618530273,0.029721396043896675,3.0173861980438232
600,2.8624587059020996,0.031095359474420547,1.479039192199707
650,2.6266181468963623,0.024829396978020668,11.499067306518555
700,2.7986323833465576,0.03497711941599846,3.6877267360687256
750,2.13443922996521,0.029429730027914047,1.3376071453094482
800,3.25134539604187,0.032961972057819366,2.017345428466797
850,2.7042882442474365,0.027750764042139053,3.1752943992614746
900,2.682790756225586,0.032002389430999756,1.1019704341888428
950,3.3437931537628174,0.03704170137643814,6.08621072769165
1000,3.199925661087036,0.03021589294075966,2.349334478378296
1050,2.425875186920166,0.031199371442198753,2.763725996017456
1100,3.925292491912842,0.03409722447395325,6.627593040466309
1150,2.8964192867279053,0.03248969465494156,4.380733489990234
1200,2.7195522785186768,0.031485240906476974,2.298152446746826
1250,2.6904494762420654,0.03226460516452789,1.2568837404251099
1300,4.019999027252197,0.03876955062150955,4.995205879211426
1350,3.284729480743408,0.03297047317028046,4.260694980621338
1400,2.1577465534210205,0.02286456897854805,6.276307106018066
1450,2.605975389480591,0.027969874441623688,5.28975772857666
1500,2.02620530128479,0.02111302874982357,5.384244918823242
1550,2.4537689685821533,0.02637055143713951,0.554678738117218
1600,3.4434432983398438,0.0297396257519722,0.9237909317016602
1650,4.356740951538086,0.04091084748506546,12.508851051330566
1700,2.4301743507385254,0.028022363781929016,3.863755941390991
1750,3.069185972213745,0.030897559598088264,2.357635259628296
1800,3.755854606628418,0.034589946269989014,1.5575571060180664
1850,3.9657530784606934,0.02990974299609661,0.7487828731536865
1900,2.8304646015167236,0.027748417109251022,4.305835247039795
1950,2.2002415657043457,0.024924682453274727,7.272707462310791
2000,4.0824689865112305,0.022860664874315262,6.68366813659668
2050,2.6962835788726807,0.016186188906431198,9.910889625549316
2100,2.5374152660369873,0.0187973789870739,1.417159080505371
2150,2.371131420135498,0.015255101025104523,2.743706226348877
2200,2.812058210372925,0.02069411799311638,1.5725314617156982
2250,2.5303709506988525,0.02139902301132679,2.2649335861206055
2300,2.960080146789551,0.020303910598158836,0.6931489706039429
2350,2.555269241333008,0.019588328897953033,1.9274262189865112
2400,2.2752132415771484,0.01843985915184021,2.6890642642974854
2450,2.4974117279052734,0.0200835969299078,4.036391735076904
2500,3.8966116905212402,0.026085471734404564,8.724205017089844
2550,2.8109090328216553,0.02058008313179016,0.7315030097961426
2600,2.3389217853546143,0.01770450361073017,2.4521610736846924
2650,2.897596597671509,0.020322956144809723,1.99281644821167
2700,3.145902395248413,0.017598984763026237,6.987059116363525
2750,2.7475767135620117,0.019387757405638695,2.9340953826904297
2800,2.461061954498291,0.02072685956954956,1.386885404586792
2850,3.3059847354888916,0.02021070569753647,2.816044807434082
2900,2.814500570297241,0.02048661932349205,1.0004137754440308
2950,3.606942892074585,0.021738197654485703,1.3385716676712036
3000,2.9217283725738525,0.019908303394913673,4.51389217376709
3050,3.913011312484741,0.02278350107371807,3.3706345558166504
3100,2.54793381690979,0.017529629170894623,4.136601448059082
3150,2.8900277614593506,0.021919038146734238,0.5903882384300232
3200,3.0451855659484863,0.024173730984330177,7.752572059631348
3250,2.3415169715881348,0.015234047546982765,7.219442367553711
3300,3.474670648574829,0.02057621069252491,1.5629874467849731
3350,2.075502634048462,0.017687927931547165,0.9445080757141113
3400,2.4374375343322754,0.015526491217315197,10.747160911560059
3450,3.1599538326263428,0.018057897686958313,3.528135061264038
3500,2.150506019592285,0.01855616830289364,0.712166428565979
3550,2.8400914669036865,0.022613685578107834,3.984435558319092
3600,2.7780425548553467,0.02045750617980957,0.634376049041748
3650,2.5258331298828125,0.020983219146728516,0.9541171193122864
3700,2.942080020904541,0.017761139199137688,0.9274784326553345
3750,2.830310821533203,0.01786326989531517,9.1732177734375
3800,2.675422430038452,0.019206209108233452,2.7577872276306152
3850,2.7772507667541504,0.020725257694721222,4.763042449951172
3900,2.2536540031433105,0.017380446195602417,6.044236183166504
3950,2.5869922637939453,0.018336057662963867,1.7786576747894287
4000,2.404123067855835,0.014148316346108913,0.5621458888053894
4050,3.285783052444458,0.014373897574841976,4.691074848175049
4100,2.9903311729431152,0.015063951723277569,0.6767628788948059
4150,2.541720151901245,0.014703337103128433,3.856243133544922
4200,3.274226665496826,0.015944965183734894,4.137956142425537
4250,2.7070541381835938,0.012555583380162716,7.082021236419678
4300,3.1071362495422363,0.015087411738932133,2.507611036300659
4350,2.3069231510162354,0.012975937686860561,1.1425819396972656
4400,2.8827695846557617,0.015582142397761345,2.62886381149292
4450,2.587113618850708,0.013687629252672195,1.7854582071304321
4500,2.8581912517547607,0.015721460804343224,3.1855251789093018
4550,2.5753560066223145,0.013644369319081306,2.0213329792022705
4600,2.9507925510406494,0.015256209298968315,3.434091091156006
4650,2.737949848175049,0.014777058735489845,1.7927045822143555
4700,3.356154441833496,0.015420173294842243,1.6622470617294312
4750,2.926377058029175,0.015743043273687363,2.7054080963134766
4800,2.754608631134033,0.015328153036534786,1.3378372192382812
4850,2.3036515712738037,0.014761224389076233,1.511376976966858
4900,3.0796077251434326,0.0150681771337986,0.9249655604362488
4950,3.163175582885742,0.015347395092248917,2.6543874740600586
5000,2.5587031841278076,0.012944013811647892,1.799251675605774
5050,2.8913776874542236,0.015457399189472198,3.5888805389404297
5100,3.2578208446502686,0.01665334403514862,2.235844135284424
5150,2.437385082244873,0.014045254327356815,3.1559793949127197
5200,2.692362070083618,0.013047141954302788,3.4513845443725586
5250,2.151416301727295,0.01249050535261631,6.597991943359375
5300,2.600649118423462,0.013663223944604397,2.6017932891845703
5350,3.3281595706939697,0.017214681953191757,4.635717868804932
5400,2.090102434158325,0.01237466000020504,3.5383098125457764
5450,3.430353879928589,0.016919352114200592,2.1666998863220215
5500,2.635606050491333,0.015326247550547123,0.8456816077232361
5550,3.397873640060425,0.018840348348021507,7.876650810241699
5600,2.7501795291900635,0.016492953523993492,6.841834545135498
5650,2.972568988800049,0.013788243755698204,0.7519170641899109
5700,3.112093687057495,0.015178576111793518,1.6384385824203491
5750,2.5870938301086426,0.014580583199858665,1.8831555843353271
5800,3.0044705867767334,0.014436595141887665,0.8248715996742249
5850,3.3813488483428955,0.016977358609437943,5.294726848602295
5900,2.292415142059326,0.013982348144054413,2.9894371032714844
5950,2.3100337982177734,0.014346305280923843,2.3137712478637695
6000,2.52541184425354,0.010880795307457447,3.9977805614471436
6050,3.645801067352295,0.014951072633266449,8.472846031188965
6100,2.564873218536377,0.010755958035588264,3.371082305908203
6150,2.076228141784668,0.010059775784611702,1.56064772605896
6200,2.9579813480377197,0.011419480666518211,1.4727861881256104
6250,2.9407873153686523,0.012332044541835785,1.6359014511108398
6300,2.6034185886383057,0.01101232785731554,3.789832353591919
6350,3.6145637035369873,0.013459285721182823,3.216968059539795
6400,2.1609411239624023,0.011618033982813358,4.42395544052124
6450,3.9351186752319336,0.01311945915222168,4.189898490905762
