step,overall_loss/train,excess_loss/train,gradient/norm
0,9.032861709594727,0.10958564281463623,56.320194244384766
50,3.1313064098358154,0.033096157014369965,8.07669734954834
100,3.3691983222961426,0.038308024406433105,5.694149971008301
150,2.4068970680236816,0.03149031102657318,7.532014846801758
200,2.509960174560547,0.03147967904806137,2.0278749465942383
250,2.1645150184631348,0.024411242455244064,8.6214017868042
300,2.3734607696533203,0.026333503425121307,2.985621213912964
350,2.930910348892212,0.02875654771924019,1.3898130655288696
400,3.814908266067505,0.03630467504262924,5.701231479644775
450,3.072855234146118,0.031184513121843338,0.558303713798523
500,2.6047651767730713,0.028822142630815506,0.7463405728340149
550,3.273303747177124,0.03610788658261299,8.072522163391113
600,3.13092041015625,0.033522214740514755,5.503516674041748
650,3.533837080001831,0.0342806875705719,4.747045516967773
700,3.2466838359832764,0.031745731830596924,1.142422080039978
750,2.6303317546844482,0.028025614097714424,6.231776237487793
800,2.7818684577941895,0.025743674486875534,3.074958562850952
850,2.337751865386963,0.030266128480434418,4.376218795776367
900,2.6716785430908203,0.030163846909999847,1.0269381999969482
950,3.41754150390625,0.03671205788850784,6.65741491317749
1000,3.2063558101654053,0.029612947255373,1.794511318206787
1050,2.557452917098999,0.02776317484676838,0.660811185836792
1100,2.2755112648010254,0.028758447617292404,3.1587772369384766
1150,3.5824286937713623,0.03369741514325142,2.4929802417755127
1200,2.437049388885498,0.02780883014202118,0.7833635210990906
1250,3.531954050064087,0.03550869598984718,6.749815464019775
1300,2.7376480102539062,0.02880503237247467,1.0570099353790283
1350,3.733225107192993,0.03562260419130325,7.404047966003418
1400,2.190372943878174,0.02695941925048828,0.7053830623626709
1450,2.386263370513916,0.02739330194890499,1.806114912033081
1500,3.0478103160858154,0.02890610322356224,0.595657467842102
1550,3.6299571990966797,0.034825265407562256,0.8396627902984619
1600,3.2612881660461426,0.03224360570311546,1.8046753406524658
1650,2.5333316326141357,0.027593761682510376,1.8590087890625
1700,2.896395683288574,0.03147038817405701,0.9920928478240967
1750,2.8451759815216064,0.029535241425037384,1.6036378145217896
1800,2.663595199584961,0.029815979301929474,2.797767162322998
1850,2.390199661254883,0.02555028349161148,5.647735118865967
1900,3.108154296875,0.030724257230758667,2.631556749343872
1950,2.6570465564727783,0.031688906252384186,0.9890976548194885
2000,2.7220606803894043,0.017868204042315483,3.0845866203308105
2050,2.4348766803741455,0.016248375177383423,2.9207935333251953
2100,3.1054303646087646,0.021071724593639374,1.3885048627853394
2150,2.936349630355835,0.02146703004837036,2.1586661338806152
2200,3.4842519760131836,0.022176150232553482,0.7280545234680176
2250,2.255309820175171,0.017224393784999847,1.3097587823867798
2300,3.4595203399658203,0.02572810649871826,6.694917678833008
2350,2.8952391147613525,0.02002488262951374,3.3719682693481445
2400,2.1604859828948975,0.01443401537835598,6.59904146194458
2450,2.163928985595703,0.020729277282953262,2.328627586364746
2500,2.7387032508850098,0.021193543449044228,0.6371318101882935
2550,3.0717713832855225,0.021056339144706726,0.6899241209030151
2600,3.4739534854888916,0.022915659472346306,3.7486884593963623
2650,2.992025136947632,0.019161755219101906,4.69064998626709
2700,3.6083498001098633,0.02389541268348694,2.7074666023254395
2750,2.415165901184082,0.016310956329107285,5.876789569854736
2800,2.5600926876068115,0.019872311502695084,1.1233383417129517
2850,3.4895102977752686,0.022112108767032623,1.9435031414031982
2900,2.660566568374634,0.019429616630077362,3.554842472076416
2950,2.824338912963867,0.018341638147830963,1.0079925060272217
3000,2.872036933898926,0.020197194069623947,3.3585364818573
3050,3.043538808822632,0.02037212997674942,3.4646408557891846
3100,2.455448865890503,0.016595594584941864,4.689148426055908
3150,2.5501744747161865,0.02129521779716015,0.9315328598022461
3200,2.3432908058166504,0.01948554813861847,0.6262242197990417
3250,2.6410770416259766,0.01873888447880745,1.8616149425506592
3300,3.492649793624878,0.019939549267292023,3.1607565879821777
3350,2.2507424354553223,0.018047627061605453,2.1927764415740967
3400,2.873934745788574,0.018934078514575958,0.8157898187637329
3450,1.9393588304519653,0.01664690300822258,7.207992076873779
3500,3.087406635284424,0.020693544298410416,4.321972846984863
3550,2.5967838764190674,0.01898295059800148,1.989847183227539
3600,2.9405574798583984,0.018806051462888718,1.8050308227539062
3650,2.3136518001556396,0.017954543232917786,5.581462860107422
3700,3.191112995147705,0.02068590186536312,1.73416006565094
3750,3.182950735092163,0.0199061781167984,0.862847626209259
3800,2.98883056640625,0.02164994552731514,2.0326719284057617
3850,3.3041269779205322,0.01971026137471199,0.6023510694503784
3900,2.457732915878296,0.01972012221813202,1.3605033159255981
3950,3.1143758296966553,0.022021375596523285,6.075650691986084
4000,3.503446102142334,0.016494182869791985,6.278543472290039
4050,2.045154571533203,0.012233071029186249,2.982818126678467
