step,overall_loss/train,excess_loss/train,gradient/norm,gradient/lr
0,25.49798011779785,18.698518753051758,444.07537841796875,0.0001
100,0.29209351539611816,0.21420191129048666,6.325589179992676,0.0001
200,0.3034239411354065,0.2225108901659648,2.81497859954834,0.0001
300,0.2803898751735687,0.2056192417939504,1.795037865638733,0.0001
400,0.2707327902317047,0.19853737950325015,4.475405693054199,0.0001
500,0.25781193375587463,0.18906208475430808,4.344907283782959,0.0001
600,0.28815823793411255,0.21131604115168254,5.912752628326416,0.0001
700,0.28661850094795227,0.21018690069516502,2.150597333908081,0.0001
800,0.28589314222335815,0.20965497096379598,4.5509443283081055,0.0001
900,0.2862512171268463,0.20991755922635397,7.842406272888184,0.0001
1000,0.2527886927127838,0.18537837465604148,4.896793365478516,0.0001
1100,0.30347660183906555,0.22254950801531476,3.888871192932129,0.0001
1200,0.29489049315452576,0.2162530283133189,0.9913924932479858,0.0001
1300,0.23143057525157928,0.1697157551844915,0.3407345116138458,0.0001
1400,0.25003865361213684,0.18336167931556702,0.5957624912261963,0.0001
1500,0.23355786502361298,0.17127576768398287,1.0667212009429932,0.0001
1600,0.23879368603229523,0.17511536975701653,1.7617896795272827,0.0001
1700,0.23208531737327576,0.1701958994070689,0.6141776442527771,0.0001
1800,0.2043866366147995,0.14988353351751965,1.5892552137374878,0.0001
1900,0.19122274219989777,0.1402300109465917,0.37644606828689575,0.0001
2000,0.24277442693710327,0.15028893096106394,4.36687707901001,0.0001
2100,0.2452566921710968,0.1518255713440123,0.9915246963500977,0.0001
2200,0.1980438083410263,0.12259854802063533,2.956744432449341,0.0001
2300,0.19843073189258575,0.12283807212398165,1.9619728326797485,0.0001
2400,0.177840456366539,0.11009171108404794,2.0221035480499268,0.0001
2500,0.16960881650447845,0.1049959340265819,1.4274574518203735,0.0001
2600,0.21377742290496826,0.13233840465545654,2.5436391830444336,0.0001
2700,0.17607873678207397,0.10900112276985531,1.0246779918670654,0.0001
2800,0.1711210161447525,0.10593205761341822,0.37973281741142273,0.0001
2900,0.16329622268676758,0.10108813785371326,1.7688363790512085,0.0001
3000,0.16625991463661194,0.102922804298855,3.631999969482422,0.0001
3100,0.17337389290332794,0.10732669560682205,3.657586097717285,0.0001
3200,0.16635370254516602,0.10298086348034087,1.3254860639572144,0.0001
3300,0.16350163519382477,0.10121529797712962,2.6936697959899902,0.0001
3400,0.14722079038619995,0.09113667976288568,0.4278945028781891,0.0001
3500,0.15844881534576416,0.09808736188071114,3.619692325592041,0.0001
3600,0.14576800167560577,0.0902373343706131,2.7774109840393066,0.0001
3700,0.15807974338531494,0.09785888876233782,2.145507335662842,0.0001
3800,0.15368765592575073,0.0951399774778457,1.175484299659729,0.0001
3900,0.16257624328136444,0.10064243631703512,4.014292240142822,0.0001
4000,0.23461568355560303,0.12568697333335876,1.4755539894104004,0.0001
4100,0.21912050247192383,0.11738598346710205,4.515293598175049,0.0001
4200,0.1759641170501709,0.09426649127687727,0.28177422285079956,0.0001
4300,0.16029289364814758,0.08587119302579335,0.4646506905555725,0.0001
4400,0.16306853294372559,0.08735814264842443,0.9984530210494995,0.0001
4500,0.1682683676481247,0.09014376838292394,3.960393190383911,0.0001
4600,0.16644765436649323,0.08916838626776423,2.254215955734253,0.0001
4700,0.13636082410812378,0.07305044148649488,4.698308944702148,0.0001
4800,0.17105942964553833,0.09163898016725268,3.4632744789123535,0.0001
4900,0.14753815531730652,0.07903829749141421,2.276252269744873,0.0001
5000,0.15194235742092133,0.08139769147549357,0.7043432593345642,0.0001
5100,0.18815600872039795,0.1007978618144989,5.269148349761963,0.0001
5200,0.15964405238628387,0.08552359949265208,3.6932404041290283,0.0001
5300,0.13915584981441498,0.07454777668629374,0.9826411604881287,0.0001
5400,0.14600303769111633,0.07821591304881231,5.479001522064209,0.0001
5500,0.13404853641986847,0.07181171593921525,1.8450032472610474,0.0001
5600,0.14985734224319458,0.08028071905885424,2.875293731689453,0.0001
5700,0.13589783012866974,0.07280240899750165,1.2443333864212036,0.0001
5800,0.1404922604560852,0.07526371095861707,1.751753807067871,0.0001
5900,0.1389952152967453,0.07446172248039927,1.242667555809021,0.0001
6000,0.24046970903873444,0.11355514037940237,2.3757262229919434,0.0001
6100,0.18849210441112518,0.08901016041636467,3.68438720703125,0.0001
6200,0.1598036289215088,0.07546282476849026,2.2031238079071045,0.0001
6300,0.15111993253231049,0.07136219036247995,0.42169389128685,0.0001
6400,0.16139523684978485,0.07621441740128729,4.093818664550781,0.0001
6500,0.14286279678344727,0.0674629873699612,1.7192933559417725,0.0001
6600,0.15378892421722412,0.0726225475470225,1.9254937171936035,0.0001
6700,0.1720999926328659,0.08126944096552001,2.1582212448120117,0.0001
6800,0.1437048763036728,0.06786063603228992,0.809421181678772,0.0001
6900,0.1575128138065338,0.07438105096419652,2.3660221099853516,0.0001
7000,0.15474678575992584,0.07307487105329831,0.3277389109134674,0.0001
7100,0.13478507101535797,0.06364850575725238,1.186858057975769,0.0001
7200,0.14623039960861206,0.06905324425962237,1.046554684638977,0.0001
7300,0.14701136946678162,0.06942203558153576,1.859487533569336,0.0001
7400,0.166934534907341,0.07883019703957769,5.726411819458008,0.0001
7500,0.14639586210250854,0.06913137932618459,1.1729507446289062,0.0001
7600,0.14295506477355957,0.06750655836529201,0.41377079486846924,0.0001
7700,0.14489860832691193,0.06842434282104175,3.099635124206543,0.0001
7800,0.15184848010540009,0.07170622671643893,0.5452386736869812,0.0001
7900,0.1386246234178543,0.06546162772509787,1.566236972808838,0.0001
8000,0.25395944714546204,0.10722732212808397,1.8061232566833496,0.0001
8100,0.18649989366531372,0.07874439954757691,4.6529107093811035,0.0001
8200,0.16010640561580658,0.06760048237111833,0.3318987190723419,0.0001
8300,0.15989774465560913,0.06751238107681275,0.35718074440956116,0.0001
8400,0.15701448917388916,0.06629500654008653,2.5902059078216553,0.0001
8500,0.13606877624988556,0.05745126108328502,2.461125135421753,0.0001
8600,0.16439490020275116,0.06941118008560605,0.9179515838623047,0.0001
8700,0.15166375041007996,0.06403580572870043,0.3815839886665344,0.0001
8800,0.17405100166797638,0.0734882007042567,2.021487236022949,0.0001
8900,0.14921797811985016,0.06300314631727007,0.5309638977050781,0.0001
9000,0.14321662485599518,0.060469241605864636,0.5846386551856995,0.0001
9100,0.15239733457565308,0.06434554126527575,2.252561330795288,0.0001
9200,0.13820509612560272,0.05835326280858782,3.3339738845825195,0.0001
9300,0.15448851883411407,0.06522848572995928,1.2068029642105103,0.0001
9400,0.1500917226076126,0.06337206065654755,1.6681240797042847,0.0001
9500,0.14514252543449402,0.06128239962789748,0.6544705033302307,0.0001
9600,0.13022641837596893,0.05498448775874244,0.6663033366203308,0.0001
9700,0.14418818056583405,0.06087945401668549,1.1839022636413574,0.0001
9800,0.1506437510251999,0.06360513932175108,1.884560227394104,0.0001
9900,0.14742527902126312,0.06224622892008888,0.9336860179901123,0.0001
10000,0.23000292479991913,0.08781929855996912,1.766437292098999,0.0001
10100,0.20188196003437042,0.07708220292221415,0.31676167249679565,0.0001
10200,0.15696963667869568,0.059933861277320165,0.9617122411727905,0.0001
10300,0.15424594283103943,0.05889390544457869,0.5945160984992981,0.0001
10400,0.15576860308647156,0.05947528481483459,0.6559928059577942,0.0001
10500,0.16983477771282196,0.06484600603580475,0.3277667760848999,0.0001
10600,0.1536637246608734,0.058671603961424394,0.9442219138145447,0.0001
10700,0.15934652090072632,0.06084139888936823,2.5710718631744385,0.0001
10800,0.15815243124961853,0.06038547374985435,0.6581416130065918,0.0001
10900,0.1473187953233719,0.05624899457801472,2.621716260910034,0.0001
11000,0.15352292358875275,0.05861784355206923,1.62909996509552,0.0001
11100,0.16088801622390747,0.061429969830946486,0.7470524907112122,0.0001
11200,0.15531252324581146,0.05930114523930983,0.38314831256866455,0.0001
11300,0.1405150592327118,0.05365120443430814,0.47135987877845764,0.0001
11400,0.1489623636007309,0.05687653882936998,0.5977146029472351,0.0001
11500,0.13326077163219452,0.050881385532292454,1.8465276956558228,0.0001
11600,0.14924205839633942,0.05698333138769323,1.7999297380447388,0.0001
11700,0.16265371441841125,0.062104145505211567,0.29505428671836853,0.0001
11800,0.15889856219291687,0.0606703601100228,1.640020728111267,0.0001
11900,0.13877294957637787,0.05298603529279882,1.3038712739944458,0.0001
12000,0.23840056359767914,0.0830789842840397,4.162172317504883,0.0001
12100,0.1948813796043396,0.06791320804393652,0.8019884824752808,0.0001
12200,0.17465832829475403,0.060865781072414284,1.3838757276535034,0.0001
12300,0.1779475212097168,0.06201201496702252,1.5630942583084106,0.0001
12400,0.16695690155029297,0.058181950540253616,0.4589926600456238,0.0001
12500,0.16664843261241913,0.05807445378917637,1.31284499168396,0.0001
12600,0.14801280200481415,0.05158021888046554,0.36643707752227783,0.0001
12700,0.16148820519447327,0.05627619271928614,1.3710744380950928,0.0001
12800,0.14691446721553802,0.05119746584783901,0.3558489680290222,0.0001
12900,0.17947936058044434,0.06254583777803363,0.5210734009742737,0.0001
13000,0.15355828404426575,0.05351273534875928,1.505089282989502,0.0001
13100,0.14294114708900452,0.04981282398556218,1.361391305923462,0.0001
13200,0.16130273044109344,0.05621155757795681,1.177946925163269,0.0001
13300,0.1527673751115799,0.053237115569186935,0.4323923587799072,0.0001
13400,0.14702792465686798,0.05123700404709036,1.4190584421157837,0.0001
13500,0.17050662636756897,0.059418975855364944,1.477211833000183,0.0001
13600,0.14865170419216156,0.05180286661241994,1.5331541299819946,0.0001
13700,0.1559135466814041,0.05433350869200446,2.3889713287353516,0.0001
13800,0.15710537135601044,0.05474884153315515,0.9749509692192078,0.0001
13900,0.1496269851922989,0.05214273726398295,0.4609706997871399,0.0001
14000,0.21050195395946503,0.06746857498700802,0.8471919298171997,0.0001
14100,0.19296836853027344,0.06184883606739533,0.8637366890907288,0.0001
14200,0.1727900207042694,0.055381416892394036,2.175633430480957,0.0001
14300,0.17280979454517365,0.055387754661914625,0.5847700834274292,0.0001
14400,0.16909416019916534,0.0541968462176812,2.6001250743865967,0.0001
14500,0.17728212475776672,0.056821193832617536,0.4795043170452118,0.0001
14600,0.1665710061788559,0.053388143006043554,2.0155136585235596,0.0001
14700,0.152786985039711,0.04897018751272788,0.33648303151130676,0.0001
14800,0.15977008640766144,0.051208361028096616,0.44339701533317566,0.0001
14900,0.15992674231529236,0.051258571254901394,0.8919984102249146,0.0001
15000,0.16239860653877258,0.05205083542909378,1.9189313650131226,0.0001
15100,0.16000474989414215,0.051283573684019916,0.3676753044128418,0.0001
15200,0.15760520100593567,0.050514487501902454,1.5861172676086426,0.0001
15300,0.1628144234418869,0.05218411007752785,0.8615361452102661,0.0001
15400,0.14880745112895966,0.04769469587466656,1.4432920217514038,0.0001
15500,0.1609632819890976,0.05159079550932615,1.8026849031448364,0.0001
15600,0.16115440428256989,0.051652052654669836,3.183041572570801,0.0001
15700,0.16631661355495453,0.05330660690863927,0.5437511801719666,0.0001
15800,0.15363578498363495,0.04924223877680607,0.2938925325870514,0.0001
15900,0.15053805708885193,0.04824937727206793,0.5457969307899475,0.0001
16000,0.21878845989704132,0.06491525733208918,0.6215349435806274,0.0001
16100,0.19375303387641907,0.057487163897399066,2.237018585205078,0.0001
16200,0.17087379097938538,0.050698817103773684,3.293306350708008,0.0001
16300,0.17717070877552032,0.052567133372956584,2.2584211826324463,0.0001
16400,0.1607576608657837,0.04769732794918857,1.7200491428375244,0.0001
16500,0.15682633221149445,0.046530889777036816,1.3511630296707153,0.0001
16600,0.1639397293329239,0.04864145815372467,2.286991834640503,0.0001
16700,0.16851794719696045,0.04999983048701025,0.25978314876556396,0.0001
16800,0.1641007512807846,0.048689233896496535,2.99988055229187,0.0001
16900,0.1613684594631195,0.04787855390663986,0.6177058815956116,0.0001
17000,0.1694798320531845,0.0502852248949009,1.1727592945098877,0.0001
17100,0.16464407742023468,0.04885044055325644,0.910759687423706,0.0001
17200,0.1684492975473404,0.04997946190965045,2.3473503589630127,0.0001
17300,0.15006697177886963,0.04452536525307121,1.0096148252487183,0.0001
