step,overall_loss/train,excess_loss/train,gradient/norm
0,9.087711334228516,33.341575622558594,87.84446716308594
1000,1.9372992028365843e-05,6.652393494732678e-05,0.008564152754843235
2000,53.99150466918945,68.06620788574219,197.5780029296875
3000,0.00012458200217224658,0.00015931366942822933,0.16340701282024384
4000,290.69012451171875,211.74807739257812,561.3308715820312
5000,0.37752726674079895,0.24627384543418884,65.14924621582031
6000,2132.810302734375,967.9672241210938,5580.740234375
7000,53.396297454833984,22.573776245117188,1505.236328125
8000,27250.54296875,9380.056640625,57136.6484375
9000,1980.4395751953125,785.9971923828125,7102.3671875
10000,985.6261596679688,319.5240478515625,9239.9375
11000,540.1553955078125,238.81021118164062,8954.6982421875
12000,358.2070007324219,130.39987182617188,8110.904296875
13000,135.71926879882812,79.18872833251953,5792.818359375
14000,51.75692367553711,43.43571090698242,5146.2021484375
15000,98.27468872070312,33.41638946533203,4712.79296875
16000,40.31696319580078,15.144943237304688,4889.7666015625
17000,6.126060962677002,7.7159423828125,2821.85400390625
18000,17.848773956298828,6.03410530090332,1777.263916015625
19000,36.099822998046875,16.795019149780273,5825.87109375
20000,3.097583532333374,1.7865574359893799,477.82379150390625
21000,3.175926923751831,1.8193588256835938,1987.5609130859375
22000,7.156528472900391,5.09473991394043,1459.1917724609375
23000,4.565524578094482,2.4834423065185547,413.9065856933594
24000,8.114028930664062,5.536355495452881,2167.806396484375
25000,3.4187862873077393,2.0071864128112793,1348.92138671875
26000,15.006595611572266,6.837285041809082,1069.20556640625
27000,14.219486236572266,9.159634590148926,2980.242919921875
28000,30.464160919189453,21.26494789123535,6003.45849609375
29000,19.891712188720703,13.140413284301758,4203.64404296875
30000,101.56893920898438,76.55549621582031,15055.32421875
31000,1.717223882675171,1.3039867877960205,885.8404541015625
32000,5.678764343261719,4.404217720031738,2751.505615234375
33000,12.133949279785156,8.914102554321289,2883.36962890625
34000,4.93810510635376,3.652863025665283,1543.031494140625
35000,4.2357916831970215,3.124103307723999,1287.45263671875
36000,1.983750581741333,1.6610186100006104,862.214599609375
37000,2.4924328327178955,2.090092182159424,954.694580078125
38000,2.3463082313537598,1.8770853281021118,832.6680297851562
39000,3.7780261039733887,2.232264757156372,690.0760498046875
40000,3.901482105255127,2.3981823921203613,948.0267944335938
41000,1.5013096332550049,1.130687952041626,404.63592529296875
42000,4.911017894744873,3.783491611480713,1176.843505859375
43000,16.05598258972168,11.685440063476562,2274.749267578125
44000,7.980010032653809,5.913810729980469,1541.2041015625
45000,5.5967116355896,4.149819374084473,1089.0322265625
46000,5.0827836990356445,3.4991159439086914,1065.5712890625
47000,1.056190848350525,0.7757962942123413,579.97802734375
48000,3.871408462524414,2.8108901977539062,1377.212158203125
49000,1.2275148630142212,0.9170417785644531,610.7210693359375
50000,2.018369674682617,1.0570619106292725,419.8597412109375
51000,0.9298701882362366,0.679510235786438,494.133056640625
52000,3.0997204780578613,2.281806230545044,932.223388671875
53000,3.7961654663085938,2.0109124183654785,539.9115600585938
54000,1.0199052095413208,0.7501471042633057,495.4530334472656
55000,0.9950870275497437,1.1220721006393433,408.4869079589844
56000,1.8928821086883545,1.4687620401382446,626.2943725585938
57000,1.1769866943359375,0.8629084825515747,499.1192932128906
58000,1.0759432315826416,0.822430431842804,434.89013671875
59000,6.837599277496338,5.27589225769043,1356.523193359375
60000,2.522132396697998,1.91778564453125,703.8112182617188
61000,2.2233502864837646,1.670323371887207,794.46533203125
62000,2.646498680114746,1.9355086088180542,789.5712280273438
63000,1.8117878437042236,2.356649875640869,485.2763671875
64000,0.38387370109558105,0.26719820499420166,109.42881774902344
65000,2.9344522953033447,2.1181142330169678,553.763427734375
66000,1.281667947769165,0.9464318752288818,548.5328369140625
67000,4.04071044921875,2.991805076599121,977.1124267578125
68000,1.2512531280517578,0.9338957071304321,571.8373413085938
69000,1.4868472814559937,1.0822522640228271,575.9404296875
70000,1.5057471990585327,1.1105854511260986,572.8397216796875
71000,1.3778101205825806,1.0562198162078857,585.6625366210938
72000,0.5681834816932678,0.42727363109588623,221.61959838867188
73000,1.3427437543869019,1.0167531967163086,620.31494140625
74000,2.1207995414733887,1.5842902660369873,679.6007690429688
75000,0.9616109132766724,0.7060654163360596,419.1970520019531
76000,1.0725678205490112,0.7899239659309387,460.48736572265625
77000,0.40885987877845764,0.3013198971748352,283.22747802734375
78000,1.2355982065200806,0.872693657875061,340.905029296875
79000,1.1351141929626465,0.8455020189285278,467.80133056640625
80000,1.0898654460906982,0.8089868426322937,463.62811279296875
81000,0.8015850782394409,2.0975708961486816,394.753662109375
82000,0.6716776490211487,0.5054247379302979,387.1120300292969
83000,1.083491563796997,0.8127880096435547,473.12139892578125
84000,0.924656093120575,0.7036321759223938,426.35040283203125
85000,1.6605182886123657,1.2699459791183472,550.3243408203125
86000,0.6444924473762512,0.48568087816238403,340.81475830078125
87000,1.5155010223388672,1.1292483806610107,546.8031005859375
88000,0.188699871301651,0.142926424741745,128.81793212890625
89000,0.7398425936698914,0.8458137512207031,355.89501953125
90000,0.805905282497406,0.5944803953170776,358.04449462890625
91000,1.1273130178451538,0.7664175629615784,393.9017639160156
92000,1.3166691064834595,0.9789555668830872,506.6077880859375
93000,1.1589016914367676,0.8621945381164551,466.46356201171875
94000,0.8473705649375916,0.6119953393936157,244.0989532470703
95000,0.8391258120536804,0.6183831691741943,269.9713439941406
96000,0.6675100922584534,0.5047287940979004,348.258056640625
97000,1.2224934101104736,0.9042254686355591,421.12213134765625
98000,0.8754124045372009,0.6685987710952759,312.0452880859375
99000,1.9190864562988281,1.1653656959533691,403.02545166015625
100000,0.610332727432251,0.4375976324081421,274.6158447265625
